WI	Dane	Madison	Highlands Community	343536	44	-89.492359296594;43.082462318442,-89.490686234797;43.082455921131,-89.490327234993;43.082487711774,-89.489838592096;43.082523946994,-89.489336623862;43.082801875098,-89.4890554101;43.083066303161,-89.488923213556;43.083305474784,-89.48867005648;43.083381053569,-89.488664220814;43.083491509458,-89.488663956716;43.083496501435,-89.488584365767;43.085089265611,-89.488457041314;43.085171312784,-89.488078573959;43.084932357154,-89.485729358906;43.083431370857,-89.482999515367;43.081687033981,-89.482904677882;43.081626430674,-89.481273873888;43.080565546069,-89.480866494838;43.080300009021,-89.480762388303;43.079928071796,-89.480847552872;43.079929009014,-89.480937331377;43.079954550393,-89.48102642574;43.080002355682,-89.481105921183;43.079945690024,-89.481994354683;43.079367974616,-89.48197345142;43.079213492664,-89.481062399347;43.078887860725,-89.481032095372;43.078622014498,-89.480016317165;43.078679846707,-89.479883830108;43.078684475995,-89.479784820516;43.077710887539,-89.479761387853;43.07748048096,-89.479712373694;43.077294721493,-89.479636193881;43.077005999095,-89.479790403343;43.077003965507,-89.480787274954;43.076948199842,-89.482792608871;43.076893536872,-89.485749703301;43.076812865585,-89.488459640349;43.076814745041,-89.48846958509;43.077541732901,-89.488448491397;43.077602047609,-89.48863239762;43.077657272298,-89.490348612292;43.077698099529,-89.492491054709;43.077726812843,-89.492359296594;43.082462318442
WI	Dane	Madison	Sheridan Triangle	343521	22	-89.363783915127;43.115112352345,-89.364896671796;43.115116883204,-89.365763545731;43.115120404382,-89.36609820371;43.115115895323,-89.366095694756;43.115347501539,-89.366208286177;43.115347617018,-89.366984632451;43.115349618241,-89.367159990017;43.115345365213,-89.367242621426;43.115493150485,-89.367601686747;43.116044902438,-89.369428683604;43.119047097612,-89.368597764725;43.119044014736,-89.367185871015;43.119036177606,-89.36645434446;43.119032110432,-89.366056016714;43.119033076287,-89.364948661437;43.119035748763,-89.363737383055;43.119038666156,-89.363761823646;43.117717568669,-89.363771937899;43.116413168689,-89.363780072383;43.115815954638,-89.36378423627;43.115416616007,-89.363783915127;43.115112352345
WI	Dane	Madison	Woodland Hills	343538	98	-89.495029938653;43.075207639789,-89.496131172015;43.075214296178,-89.498071513791;43.075226000818,-89.498281227176;43.075234026355,-89.498533825326;43.075243692353,-89.499013603116;43.075265916312,-89.499031637574;43.075265647692,-89.499312219163;43.075325378858,-89.499503797595;43.075388829322,-89.499709389274;43.075478428053,-89.500006659057;43.075667556596,-89.500111628906;43.075745458737,-89.501003957618;43.076386710483,-89.501259186993;43.07649739184,-89.501614101286;43.076598076103,-89.501912699745;43.07662547112,-89.502403857043;43.076630154215,-89.50236046359;43.078463537291,-89.502322174211;43.080081150991,-89.502299483793;43.081039721114,-89.502296209654;43.081161071841,-89.502259572794;43.08251958193,-89.49801660304;43.082495141951,-89.498014754423;43.082477214306,-89.497965458592;43.082309812973,-89.49784959595;43.082201411006,-89.497721997604;43.082135362813,-89.497077297664;43.081974622568,-89.496887783101;43.08191496104,-89.496750752308;43.081820902511,-89.496719861301;43.081796572553,-89.496653174765;43.081691015297,-89.496629016435;43.081548491676,-89.496640065326;43.081146456626,-89.496665213302;43.080231310473,-89.496665750292;43.080166299773,-89.496662267529;43.080076499905,-89.496592687894;43.079809938486,-89.496572421005;43.079707681606,-89.496586007072;43.079596286027,-89.496660983478;43.079479440321,-89.496680104371;43.079449644272,-89.496773604495;43.079375752646,-89.496858019944;43.079333450225,-89.496883836234;43.07932051417,-89.497078379665;43.079281124643,-89.497986064914;43.079291323155,-89.498129642302;43.079288861743,-89.498201442176;43.07928608019,-89.498366506898;43.079237271713,-89.498425451793;43.079203730034,-89.498485283011;43.079169682928,-89.498570486142;43.079077179225,-89.498634757342;43.0789629114,-89.498650423088;43.078597653836,-89.498653595397;43.078477526839,-89.498662681354;43.07813330955,-89.498637811009;43.077948990626,-89.498497722846;43.077527321817,-89.498440175724;43.077354102925,-89.498362959845;43.07736672923,-89.497384464672;43.077524220119,-89.497306822716;43.077530005031,-89.497091576944;43.077546040599,-89.496555792119;43.077533768269,-89.496452193649;43.077536610573,-89.496163757803;43.077565054128,-89.495618152895;43.077675435426,-89.495189428946;43.077762170113,-89.495045247409;43.07777143626,-89.494968778919;43.077769897763,-89.494378892092;43.077758025478,-89.494203278316;43.077754489922,-89.494072691322;43.077753909414,-89.493942264615;43.07773351772,-89.493816620028;43.077680125237,-89.493652474097;43.077594689051,-89.493669324954;43.077583332719,-89.493750335955;43.07748771582,-89.493789570632;43.077339284851,-89.493793525364;43.076862294468,-89.493794987577;43.076686055483,-89.493791840363;43.076556007863,-89.493742026344;43.076453619376,-89.493662479014;43.076372770953,-89.493654361141;43.076367604489,-89.49338540098;43.076196462679,-89.493339096619;43.076166997273,-89.493246781967;43.076098474884,-89.493167207506;43.076020720817,-89.493121358393;43.075949308025,-89.493105629054;43.075809919627,-89.493106166215;43.075745073506,-89.493107761779;43.075552963161,-89.493081906425;43.075279547816,-89.493073984505;43.075195786253,-89.494039583308;43.075201642662,-89.495029938653;43.075207639789
WI	Dane	Madison	Walnut Grove	343543	77	-89.504398216766;43.067956275727,-89.50449088978;43.067955436841,-89.504379698844;43.068312993511,-89.504346000299;43.068394387812,-89.504542846445;43.06843154456,-89.504636775114;43.068458257842,-89.504689444455;43.068486465827,-89.505055440596;43.06868247304,-89.505146598065;43.068633623092,-89.505417705189;43.068365735416,-89.505468060393;43.068295795232,-89.50559738165;43.068173743308,-89.505593027862;43.067941842054,-89.507525960681;43.067917967296,-89.508381877033;43.067907384928,-89.5085348206;43.067902797734,-89.508678746209;43.067903715167,-89.512481727955;43.067853856397,-89.512418717093;43.070648662987,-89.512411440794;43.071064903361,-89.512409735237;43.071162490366,-89.512408442348;43.071236533522,-89.512379461628;43.072894010239,-89.51237722695;43.072990671691,-89.512254968379;43.072950040383,-89.511814731142;43.07281819347,-89.511627532252;43.072763878249,-89.511551333781;43.072732975755,-89.511451284866;43.072643358533,-89.511343725381;43.072514912546,-89.511140270532;43.072434086202,-89.510739131075;43.073311298805,-89.509781466885;43.073889816562,-89.50959537081;43.073934495704,-89.509502549934;43.074378090696,-89.509501836102;43.074469757699,-89.509508913933;43.074999195205,-89.509495929537;43.075128383686,-89.509068466033;43.075133862546,-89.507492449352;43.075154047825,-89.507493405267;43.074952737315,-89.507507302229;43.074782336612,-89.507529275602;43.074644603821,-89.507309192482;43.074605225314,-89.507055262339;43.074567759018,-89.506828006221;43.074554652724,-89.506546788308;43.07456858609,-89.506129144852;43.074609808508,-89.505739128873;43.074650870696,-89.505593231211;43.07464513886,-89.505412797755;43.074613778673,-89.505270261478;43.074551667413,-89.505204547607;43.074620115118,-89.504955884192;43.074865015641,-89.504962781801;43.075189380974,-89.505709571658;43.075181802905,-89.505516794963;43.075253374986,-89.504951710285;43.075626565893,-89.503828382644;43.076404274947,-89.503614098314;43.076507686687,-89.503427962805;43.076553139073,-89.503236259948;43.076599951767,-89.502922922727;43.076635103596,-89.502403857043;43.076630154215,-89.502407123914;43.076492093996,-89.50243521696;43.075214994063,-89.502451766397;43.074789239142,-89.502474089236;43.07344782928,-89.502495400367;43.072478950018,-89.502496802896;43.072415236274,-89.502511674337;43.071668153009,-89.502537022913;43.070394700025,-89.502544589053;43.070014625168,-89.502521467783;43.068417445581,-89.502535862684;43.067975570714,-89.502689622122;43.067976339256,-89.504398216766;43.067956275727
WI	Milwaukee	Milwaukee	Hillside	274024	47	-87.921203986824;43.059941126292,-87.920604613678;43.059064806346,-87.919737590135;43.058114281296,-87.91923807122;43.05769693152,-87.918707435971;43.057075898849,-87.918542366744;43.05680840421,-87.918472776878;43.056647678027,-87.918423129816;43.056430755565,-87.918429894948;43.055109819609,-87.918466306698;43.052482556056,-87.91862893553;43.047032964178,-87.918688076921;43.04654814544,-87.919456712666;43.04654260606,-87.919917092595;43.046565347511,-87.920556927353;43.046663419398,-87.920955909642;43.046771475594,-87.921348706646;43.046904983494,-87.921696395475;43.0470668215,-87.922043556848;43.047239067025,-87.92292707377;43.047677418365,-87.924790648869;43.048476700902,-87.925250911343;43.048907906689,-87.925443075347;43.049172864228,-87.926167868226;43.049960823068,-87.926130225023;43.050112710118,-87.925982111591;43.050715661921,-87.925788762209;43.051422044441,-87.925760732192;43.051524447905,-87.925501873867;43.052688868226,-87.925244880507;43.053948778694,-87.925011499551;43.055008899137,-87.924769232992;43.056114327201,-87.924657642543;43.056514001988,-87.924561842635;43.056841210383,-87.924482901905;43.057051042394,-87.924368023523;43.057282984938,-87.924279313291;43.057430626375,-87.924097683634;43.057669830843,-87.923833924064;43.057953296446,-87.923368363731;43.058320942222,-87.922745380742;43.058747541067,-87.92206085352;43.059220342077,-87.921834500397;43.059376681018,-87.921754595301;43.059431870053,-87.92159712754;43.059550575878,-87.921345230593;43.05977277046,-87.921203986824;43.059941126292
WI	Milwaukee	Milwaukee	Long View	272159	51	-88.015692707982;43.112162588169,-88.0116661828;43.11218337717,-88.008166389514;43.112199060837,-88.008060695428;43.112198851946,-88.005939790789;43.112207911424,-88.005900408166;43.112208122039,-88.004882906299;43.112199020064,-88.004259492824;43.112196720053,-88.003418049843;43.112148056405,-88.002890449353;43.111986665067,-88.002435754608;43.112252988513,-88.001983074843;43.111676433261,-88.001472956799;43.111086170974,-88.001159957977;43.110781819073,-88.000885964919;43.110546713932,-88.000716862687;43.110409677108,-88.00031411576;43.110084633062,-88.000278348219;43.110056467495,-87.999672599206;43.109579457708,-87.999169061447;43.109178969216,-87.999111931004;43.109130883223,-87.998794923301;43.108864059828,-87.998572069879;43.108654422157,-87.998446349757;43.10850409263,-87.998416081076;43.108465857736,-87.998207800529;43.108202759689,-87.998040663904;43.107958748748,-87.998012844106;43.107914349857,-87.997943116797;43.107803068533,-87.997838292658;43.107635773566,-87.997678551528;43.107341386508,-87.997530150543;43.107130984592,-87.997312423018;43.106836270839,-87.997025134979;43.106513218686,-87.996563740724;43.106090313518,-87.996442017392;43.105975580238,-87.996213409486;43.105725085042,-87.994960520855;43.104775548033,-87.996454270525;43.104795667295,-88.001887772806;43.104868685467,-88.010496909804;43.104921507679,-88.015995712369;43.104914387841,-88.016326736205;43.104913803382,-88.017080635336;43.104912375196,-88.018437350203;43.104909792455,-88.01844723806;43.105462931989,-88.018206345347;43.105671798029,-88.016558711634;43.106754151045,-88.01641248383;43.106800076114,-88.015902286941;43.106842635613,-88.015692707982;43.112162588169
WI	Milwaukee	Milwaukee	Southpoint	272254	16	-87.938626602173;42.981070246074,-87.938788661913;42.97378642944,-87.948365761633;42.973860747613,-87.948424954866;42.97386120444,-87.953784592467;42.973858657499,-87.953770703865;42.974953407389,-87.955925254739;42.974918787395,-87.953115441433;42.977064348254,-87.954025545239;42.97775129662,-87.953813881964;42.977907471545,-87.953804450821;42.97845230261,-87.953199588165;42.978456998462,-87.953163521415;42.980628530519,-87.952918369869;42.98117251269,-87.949808395154;42.981181091704,-87.938626602173;42.981070246074
WI	Milwaukee	Milwaukee	Park Knoll	272210	29	-88.064889548894;43.133473240999,-88.057740010425;43.133555725181,-88.055114975767;43.133898354625,-88.055083539094;43.13363831937,-88.055069971783;43.133504969865,-88.055014181947;43.132956620214,-88.055003988537;43.13263381247,-88.05500169849;43.132562632196,-88.054988022924;43.132137558563,-88.055123446242;43.130306204811,-88.056604575976;43.12676541091,-88.056610698995;43.126689782276,-88.057092812159;43.120687726229,-88.058841304537;43.120364044745,-88.059667928312;43.120225191882,-88.060419328344;43.120116791342,-88.061216160666;43.120044312809,-88.06125326091;43.120042934486,-88.062093740299;43.120011706311,-88.062903450743;43.120030779221,-88.06385622707;43.120129140034,-88.065351298324;43.120335530837,-88.065342898146;43.120580721722,-88.070896757686;43.121464881552,-88.070639921518;43.12230792973,-88.070205194625;43.122681106048,-88.0701429353;43.125419409007,-88.06516910827;43.125346235245,-88.064889548894;43.133473240999
WI	Milwaukee	Milwaukee	Euclid Park	272093	6	-88.027353982869;42.988125197796,-88.017444695577;42.988163948426,-88.017479530631;42.986350740373,-88.017580429775;42.980940128351,-88.0275036287;42.980872779852,-88.027353982869;42.988125197796
WI	Dane	Madison	Whitetail Ridge	272303	22	-89.36316046099;43.140246960506,-89.363138912073;43.140852435014,-89.363148669883;43.141062606016,-89.363077050579;43.142656788192,-89.363070811919;43.142795632654,-89.363051557966;43.143266807684,-89.363031914174;43.143747597,-89.357955060216;43.143640866083,-89.355188699771;43.143583106875,-89.355212068871;43.143141967108,-89.355308372393;43.141324064953,-89.355362628653;43.140299779699,-89.356725370466;43.140317603862,-89.35673853366;43.139995752621,-89.357399981773;43.140025106816,-89.360800417134;43.140106699024,-89.361814666854;43.140142283537,-89.361924739865;43.140147555511,-89.36214402573;43.14015086275,-89.362579257218;43.140161758183,-89.363014602306;43.140173501129,-89.36316046099;43.140246960506
